hhid;cluster_nb;hh_nb;sample_weight;year;urban_rural;electricity;radio;tv;fridge;motorcycle;car_truck;telephone;recode_toilet;recode_water;recode_floor;rooms_per_person
      255 86;255;86;1054820;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      306 35;306;35;1435062;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      202 66;202;66;779528;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      318257;318;257;2806127;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      217 14;217;14;2086093;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      319226;319;226;1838049;2009;rural;0;0;0;0;0;0;0;0;1;0;0,142857143
      201 50;201;50;1474372;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      566 94;566;94;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      572  5;572;5;655844;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      207 22;207;22;825529;2008;rural;0;1;0;0;0;0;0;0;0;0;0,125
      581100;581;100;1034821;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      310178;310;178;2063979;2009;rural;0;1;0;0;0;0;0;0;0;0;0,666666667
      298 40;298;40;539418;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      593185;593;185;1710728;2008;rural;0;0;0;0;0;0;0;0;1;0;1
      208135;208;135;512132;2009;urban;1;0;0;0;0;0;0;0;1;0;0,5
      254 90;254;90;576155;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      599 76;599;76;1976792;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      568 35;568;35;679460;2009;urban;0;1;0;0;0;0;0;0;0;0;0,5
      270115;270;115;872674;2008;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      552130;552;130;976756;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      552155;552;155;976756;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      572 78;572;78;655844;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      214  3;214;3;527614;2009;urban;1;0;0;0;0;0;0;0;1;0;1
      215211;215;211;2038082;2009;rural;1;0;0;0;0;0;0;0;0;0;1
      564341;564;341;1584637;2009;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
      320187;320;187;1534228;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      287119;287;119;2136613;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      289119;289;119;2619041;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      201 40;201;40;1474372;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      575 24;575;24;448140;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      585133;585;133;1853634;2009;rural;0;0;0;0;0;0;0;0;1;0;0,25
      263 10;263;10;720005;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      205 71;205;71;1316981;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      576 65;576;65;483192;2008;urban;0;0;0;0;0;0;0;0;0;0;0,333333333
      299 68;299;68;2456362;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      225 22;225;22;959035;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      581 12;581;12;1034821;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      597 59;597;59;690684;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      288 58;288;58;2490300;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      578  5;578;5;1223191;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      225 57;225;57;959035;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      315182;315;182;1612714;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      220121;220;121;1276749;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      569 76;569;76;676097;2009;urban;0;1;0;0;0;0;0;0;1;0;0,666666667
      304  5;304;5;1791810;2008;rural;0;0;0;0;0;0;0;0;1;0;1
      553 75;553;75;1459739;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      270 70;270;70;872674;2008;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      207 17;207;17;825529;2008;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      585213;585;213;1853634;2009;rural;0;0;0;0;0;0;0;0;1;0;0,333333333
      254 59;254;59;576155;2009;rural;0;0;0;0;0;0;0;0;0;0;0,1
      321  8;321;8;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      299246;299;246;2456362;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      290 49;290;49;617463;2009;rural;0;1;0;0;0;0;0;0;1;0;0,6
      284 89;284;89;1422179;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      292101;292;101;1387064;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      215109;215;109;2038082;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      325 69;325;69;1003774;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      320 51;320;51;1534228;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      290 58;290;58;617463;2009;rural;0;1;0;0;0;0;0;0;1;0;0,4
      292 66;292;66;1387064;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      222 79;222;79;810710;2008;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      564192;564;192;1584637;2009;rural;0;0;0;0;0;0;0;0;1;0;0,125
      223  1;223;1;608316;2008;rural;0;0;0;0;0;0;0;0;0;0;0,5
      221 10;221;10;849880;2008;rural;0;0;0;0;0;0;0;0;0;0;0,125
      571 82;571;82;551618;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      430 85;430;85;280478;2009;rural;0;0;0;0;0;0;0;0;1;0;0,25
      581 17;581;17;1034821;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      205 13;205;13;1316981;2009;rural;0;0;0;0;0;0;0;0;0;0;0,083333333
      309207;309;207;1802943;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      260205;260;205;1670041;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      284156;284;156;1422179;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      568 68;568;68;679460;2009;urban;1;1;0;0;0;0;0;0;1;0;0,333333333
      223 42;223;42;608316;2008;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      304 75;304;75;1791810;2008;rural;0;1;0;0;0;0;0;0;1;0;0,25
      322 89;322;89;2284625;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      315111;315;111;1612714;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      210 93;210;93;1035656;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      224 66;224;66;1933984;2009;rural;0;1;0;0;0;0;0;0;1;0;1
      268 54;268;54;592720;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      292155;292;155;1387064;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      596117;596;117;1634264;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      287 43;287;43;2136613;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      216  2;216;2;1340699;2009;rural;0;0;0;0;0;0;0;0;1;0;0,2
      598152;598;152;1102107;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      222 36;222;36;810710;2008;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      599  1;599;1;1976792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      298 31;298;31;539418;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      565 35;565;35;376499;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      317 17;317;17;861555;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      322230;322;230;2284625;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      215157;215;157;2038082;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      566102;566;102;509200;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      566115;566;115;509200;2009;rural;0;1;0;0;0;0;0;0;1;0;0,25
      224149;224;149;1933984;2009;rural;0;1;0;0;0;0;0;0;1;0;0,3
      565 48;565;48;376499;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      321 22;321;22;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      598 19;598;19;1102107;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      597 13;597;13;690684;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      325123;325;123;1003774;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      599150;599;150;1976792;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      224155;224;155;1933984;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      202 10;202;10;779528;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      599106;599;106;1976792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      297115;297;115;1132781;2009;rural;0;1;0;0;0;0;0;0;0;0;0,4
      315 61;315;61;1612714;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      218171;218;171;1939910;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      252 17;252;17;507954;2009;urban;1;1;1;0;0;0;0;0;1;0;0,333333333
      305235;305;235;1676198;2008;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      214204;214;204;527614;2009;urban;0;0;0;0;0;0;0;0;0;0;0,2
      586  4;586;4;1803163;2009;rural;0;1;0;0;0;0;0;0;1;0;0,166666667
      216 67;216;67;1340699;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      316 45;316;45;374296;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      325 11;325;11;1003774;2009;rural;0;0;0;0;0;0;0;;0;0;1
      591184;591;184;599543;2009;urban;0;0;0;0;0;0;0;0;0;0;0,166666667
      218134;218;134;1939910;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      260 37;260;37;1670041;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      576122;576;122;483192;2008;urban;0;1;0;0;0;0;0;0;0;0;0,333333333
      206101;206;101;1262397;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      314 38;314;38;1889995;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      288194;288;194;2490300;2009;rural;0;1;0;0;0;0;0;0;1;0;0,333333333
      254 72;254;72;576155;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      596 64;596;64;1634264;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      575 66;575;66;448140;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      552 47;552;47;976756;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      204 30;204;30;732172;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      204 28;204;28;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      321  9;321;;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      289160;289;160;2619041;2009;rural;0;1;1;0;0;0;0;0;0;0;0,333333333
      204 45;204;45;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      286 99;286;;984535;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      211 15;211;15;648440;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      212 66;212;66;803570;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      303 90;303;90;564424;2008;urban;0;1;0;0;0;0;0;0;0;0;0,2
      257122;257;122;1221049;2009;rural;0;1;0;0;0;0;0;0;1;0;0,2
      572 14;572;14;655844;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      321 28;321;28;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      297 86;297;86;1132781;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      596191;596;191;1634264;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      213 58;213;58;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      324117;324;117;1308234;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      595 15;595;15;986434;2008;rural;0;1;0;0;0;0;0;0;1;0;0,1
      299 14;299;14;2456362;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      257 71;257;71;1221049;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      211 61;211;61;648440;2009;rural;1;0;0;0;0;0;0;0;0;0;0,375
      576 32;576;32;483192;2008;urban;0;1;0;0;0;0;0;0;0;0;0,333333333
      595 10;595;10;986434;2008;rural;0;1;0;0;0;0;0;0;1;0;0,5
      310251;310;251;2063979;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      315 18;315;18;1612714;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      305 15;305;15;1676198;2008;rural;0;1;0;0;0;0;0;0;0;0;1
      312153;312;153;1500649;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      305 86;305;86;1676198;2008;rural;0;0;0;0;0;0;0;0;1;0;0,25
      225 35;225;35;959035;2009;rural;0;1;0;0;0;0;0;0;0;0;0,4
      287154;287;154;2136613;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      201 26;201;26;1474372;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      299 60;299;60;2456362;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      299107;299;107;2456362;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      291 58;291;58;779423;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      321  6;321;6;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      220 45;220;45;1276749;2009;rural;0;0;0;0;0;0;0;0;0;0;0,285714286
      307137;307;137;1751621;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      562 41;562;41;267028;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      580135;580;135;889170;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      569 21;569;21;676097;2009;urban;1;1;1;0;0;0;0;0;1;0;0,333333333
      201 59;201;59;1474372;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      224 42;224;42;1933984;2009;rural;0;0;0;0;0;0;0;0;1;0;0,25
      592 71;592;71;1060098;2008;rural;0;1;0;0;0;0;0;0;1;0;0,5
      303193;303;193;564424;2008;urban;0;1;0;0;0;0;0;0;0;0;0,333333333
      343179;343;179;1354423;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      225 61;225;61;959035;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      225 70;225;70;959035;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      217194;217;194;2086093;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      310 97;310;97;2063979;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      304138;304;138;1791810;2008;rural;0;1;0;0;0;0;0;0;1;0;0,2
      325  6;325;6;1003774;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      598 52;598;52;1102107;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      270 85;270;85;872674;2008;rural;0;1;0;0;0;0;0;0;0;0;0,125
      576 16;576;16;483192;2008;urban;0;0;0;0;0;0;0;0;0;0;0,333333333
      286 39;286;39;984535;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      349131;349;131;1344809;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      288116;288;116;2490300;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      599225;599;225;1976792;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      204 51;204;51;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      590 69;590;69;1175648;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      552111;552;111;976756;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      562  3;562;3;267028;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      257 90;257;90;1221049;2009;rural;0;0;0;0;0;0;0;0;1;0;0,5
      221 44;221;44;849880;2008;rural;0;0;0;0;0;0;0;0;0;0;0,2
      208 54;208;54;512132;2009;urban;1;1;0;0;0;0;0;0;1;0;0,5
      257 26;257;26;1221049;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      579 74;579;74;1283595;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      311210;311;210;1917667;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      590 47;590;47;1175648;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      292110;292;110;1387064;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      562  9;562;;267028;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      213161;213;161;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      562 21;562;21;267028;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      596  4;596;4;1634264;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      287222;287;222;2136613;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      566 35;566;35;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      321  2;321;2;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      213185;213;185;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      312173;312;173;1500649;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      213153;213;153;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      215 82;215;82;2038082;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      300198;300;198;1818066;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      562 36;562;36;267028;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      213233;213;233;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      213249;213;249;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      554106;554;106;746118;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      590169;590;169;1175648;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      305 54;305;54;1676198;2008;rural;0;0;0;0;0;0;0;0;0;0;0,5
      216137;216;137;1340699;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      208 97;208;97;512132;2009;urban;0;1;0;0;0;0;0;0;1;0;0,5
      209119;209;119;376083;2009;urban;0;1;0;0;0;0;0;0;1;0;0,2
      551 23;551;23;643424;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      288146;288;146;2490300;2009;rural;0;1;0;0;0;0;0;0;1;0;0,5
      288107;288;107;2490300;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      297 81;297;81;1132781;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      319325;319;325;1838049;2009;rural;0;1;0;0;0;0;0;0;1;0;0,5
      224 36;224;36;1933984;2009;rural;0;1;0;0;0;0;0;0;1;0;0,285714286
      566123;566;123;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      575 11;575;11;448140;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      284167;284;167;1422179;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      598  4;598;4;1102107;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      319281;319;281;1838049;2009;rural;0;0;0;0;0;0;0;0;1;0;1
      202 13;202;13;779528;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      321 46;321;46;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;0,1
      579 62;579;62;1283595;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      297138;297;138;1132781;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      291 49;291;49;779423;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      551116;551;116;643424;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      575 42;575;42;448140;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      299 91;299;91;2456362;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      295 33;295;33;778713;2008;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      321 55;321;55;541679;2009;rural;0;1;0;0;0;0;0;0;0;0;0,111111111
      202 43;202;43;779528;2009;rural;0;0;0;0;0;0;0;0;0;0;0,4
      252117;252;117;507954;2009;urban;0;1;0;0;0;0;0;0;0;0;0,333333333
      282 15;282;15;1870613;2009;urban;0;1;0;0;0;0;0;0;1;0;0,333333333
      578 22;578;22;1223191;2009;rural;0;1;0;0;0;0;0;0;1;0;0,75
      576 61;576;61;483192;2008;urban;0;0;0;0;0;0;0;0;0;0;0,2
      305 23;305;23;1676198;2008;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      212 62;212;62;803570;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      586182;586;182;1803163;2009;rural;0;0;0;0;0;0;0;1;1;0;0,5
      212 48;212;48;803570;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      206131;206;131;1262397;2009;rural;0;0;0;0;0;0;0;0;0;0;0,125
      590175;590;175;1175648;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      587217;587;217;1381160;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      579168;579;168;1283595;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      552 77;552;77;976756;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      597 79;597;79;690684;2009;rural;0;0;0;0;0;0;0;0;0;0;1
      286  9;286;;984535;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      552 57;552;57;976756;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      204  3;204;3;732172;2009;rural;0;0;0;0;0;0;0;0;1;0;0,666666667
      322160;322;160;2284625;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      564 90;564;90;1584637;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      552 91;552;91;976756;2009;rural;0;1;0;0;0;0;0;0;1;0;0,25
      204 53;204;53;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      574 34;574;34;749096;2009;rural;0;1;0;0;0;0;0;0;0;0;2
      318319;318;319;2806127;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      204 66;204;66;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      594228;594;228;1673054;2008;rural;0;1;0;0;0;0;0;0;1;0;0,25
      287 26;287;26;2136613;2009;rural;0;0;0;0;0;0;0;0;0;0;0,666666667
      298 55;298;55;539418;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      564204;564;204;1584637;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      576 57;576;57;483192;2008;urban;0;0;0;0;0;0;0;0;0;0;0,5
      201140;201;140;1474372;2009;rural;0;1;0;0;0;0;0;0;0;0;0,4
      291 34;291;34;779423;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      311 20;311;20;1917667;2009;rural;0;1;0;0;0;0;1;0;0;0;2
      262 56;262;56;218494;2009;urban;0;1;0;0;0;0;0;0;0;0;0,125
      319126;319;126;1838049;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      211 65;211;65;648440;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      578 62;578;62;1223191;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      552150;552;150;976756;2009;rural;0;0;0;0;0;0;0;0;1;0;0,5
      554 79;554;79;746118;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      290 71;290;71;617463;2009;rural;0;1;0;0;0;0;0;1;0;0;0,25
      597 25;597;25;690684;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      225  6;225;6;959035;2009;rural;0;0;0;0;0;0;0;0;0;0;0,666666667
      579 43;579;43;1283595;2009;rural;0;0;0;0;0;0;0;0;1;0;0,5
      288253;288;253;2490300;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      222 19;222;19;810710;2008;rural;0;0;0;0;0;0;0;0;0;0;1
      553 55;553;55;1459739;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      576 89;576;89;483192;2008;urban;0;1;0;0;0;0;0;0;0;0;1
      299161;299;161;2456362;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      324 41;324;41;1308234;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      323291;323;291;2788725;2009;rural;1;1;0;0;0;0;0;0;0;0;0,333333333
      567 18;567;18;317762;2009;urban;1;1;1;1;0;1;0;1;1;0;0,25
      216 85;216;85;1340699;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      219 97;219;97;1379801;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      210 10;210;10;1035656;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      220113;220;113;1276749;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      580 15;580;15;889170;2009;rural;0;0;0;0;0;0;0;0;0;0;0,1
      284 67;284;67;1422179;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      315211;315;211;1612714;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      292  7;292;7;1387064;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      257160;257;160;1221049;2009;rural;0;1;0;0;0;0;0;0;1;0;0,75
      217 28;217;28;2086093;2009;rural;0;1;0;0;0;0;0;0;0;0;0,5
      325118;325;118;1003774;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      553118;553;118;1459739;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      213 34;213;34;2495759;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      218109;218;109;1939910;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      204 49;204;49;732172;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      571 27;571;27;551618;2009;rural;0;1;0;0;0;0;0;0;0;0;0,222222222
      321 47;321;47;541679;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      554  8;554;8;746118;2009;rural;0;1;0;0;0;0;0;0;0;0;1
      255 26;255;26;1054820;2009;rural;0;0;0;0;0;0;0;0;0;0;0,166666667
      590 52;590;52;1175648;2009;rural;0;1;0;0;0;0;0;0;0;0;0,333333333
      257 13;257;13;1221049;2009;rural;0;1;0;0;0;0;0;0;0;0;0,25
      221 41;221;41;849880;2008;rural;0;1;0;0;0;0;0;0;0;0;0,071428571
      320 77;320;77;1534228;2009;rural;0;1;0;0;0;0;0;0;0;0;0,125
      566 27;566;27;509200;2009;rural;0;1;0;0;0;0;0;0;1;0;1
      221 35;221;35;849880;2008;rural;0;1;0;0;0;0;0;0;0;0;0,4
      217 61;217;61;2086093;2009;rural;0;0;0;0;0;0;0;0;0;0;0,333333333
      566 10;566;10;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,166666667
      554 42;554;42;746118;2009;rural;0;1;0;0;0;0;0;0;0;0;0,285714286
      579162;579;162;1283595;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      299153;299;153;2456362;2009;rural;0;0;0;0;0;0;0;0;0;0;0,111111111
      554 53;554;53;746118;2009;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
      214145;214;145;527614;2009;urban;0;0;0;0;0;0;0;0;1;0;0,5
      566 31;566;31;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,142857143
      304208;304;208;1791810;2008;rural;0;0;1;0;0;0;0;0;0;0;0,333333333
      255112;255;112;1054820;2009;rural;0;0;0;0;0;0;0;0;0;0;0,25
      596 97;596;97;1634264;2009;rural;0;0;0;0;0;0;0;0;0;0;0,5
      205 42;205;42;1316981;2009;rural;0;0;0;0;0;0;0;0;0;0;0,2
      566 56;566;56;509200;2009;rural;0;1;0;0;0;0;0;0;0;0;0,2
      207 12;207;12;825529;2008;rural;0;0;0;0;0;0;0;0;0;0;0,142857143
