,lat,lon,country,year
529,-16.97301056,46.84143136,Madagascar,2018
530,-16.73442088,47.82956325,Madagascar,2018
531,-16.79760623,47.64996293,Madagascar,2018
532,-16.88159715,47.58167317,Madagascar,2018
533,-17.46570496,46.16598654,Madagascar,2018
534,-16.71574908,46.79338986,Madagascar,2018
535,-16.75368548,46.99888152,Madagascar,2018
536,-16.82043502,46.8971575,Madagascar,2018
537,-16.75262304,46.98001364,Madagascar,2018
538,-16.84904413,46.88104784,Madagascar,2018
539,-16.90197621,46.82850804,Madagascar,2018
540,-17.02727247,46.84019415,Madagascar,2018
541,-17.00440974,46.59522777,Madagascar,2018
542,-17.17326077,46.56737468,Madagascar,2018
543,-17.24423513,46.47420019,Madagascar,2018
544,-17.18491577,46.85712051,Madagascar,2018
545,-17.29911618,46.94971465,Madagascar,2018
546,-17.49093347,46.97845399,Madagascar,2018
547,-17.61369645,46.93775224,Madagascar,2018
548,-17.72202536,46.92490985,Madagascar,2018
549,-17.73100362,47.32571649,Madagascar,2018
550,-16.48285281,47.5027891,Madagascar,2018
551,-16.6700463,47.6378511,Madagascar,2018
552,-16.75932982,47.52939512,Madagascar,2018
553,-17.13413348,47.55633057,Madagascar,2018
554,-17.33604734,47.67011444,Madagascar,2018
555,-17.43282476,47.82051208,Madagascar,2018
556,-17.81375129,47.92664661,Madagascar,2018
557,-17.12272176,47.20710328,Madagascar,2018
558,-17.42928562,45.9556814,Madagascar,2018
559,-17.68704725,46.00269997,Madagascar,2018
560,-18.08143313,44.04455769,Madagascar,2018
561,-18.07483215,44.03116034,Madagascar,2018
562,-16.74655438,44.48530185,Madagascar,2018
563,-17.56483996,45.47295393,Madagascar,2018
564,-17.70608927,45.65824196,Madagascar,2018
565,-17.67143719,45.68347921,Madagascar,2018
566,-17.72601195,45.14466505,Madagascar,2018
567,-17.81999253,44.94289264,Madagascar,2018
568,-18.51082464,44.5316184,Madagascar,2018
569,-18.66918422,44.60410966,Madagascar,2018
570,-18.81187083,44.50803104,Madagascar,2018
571,-17.02275355,44.32748877,Madagascar,2018
572,-17.42814667,44.10182913,Madagascar,2018
573,-17.46051511,44.11404309,Madagascar,2018
574,-17.63004974,44.10808008,Madagascar,2018
575,-17.71171832,44.27978524,Madagascar,2018
576,-18.0120296,44.48145264,Madagascar,2018
577,-18.14161939,44.09896338,Madagascar,2018
578,-18.24728884,44.18214155,Madagascar,2018
579,-17.01156563,44.68270936,Madagascar,2018
